abbreviatedAddress,address/city,address/zipcode,bathrooms,bedrooms,livingArea,description,dateSold,daysOnZillow,price,lastSoldPrice,yearSold
659 N Tomahawk Island Dr,Portland,97217,3.0,3.0,1917.0,"Dreamy resort living on beautiful Hayden Island! Motivated seller has priced condo under market value so Buyer can update for instant equity. Great views of the bay,marina,river.3 BR/2.1 BA light filled unit. New carpet & interior paint. Great room plan with gas FP, 2 master suites with one on main & one up, covered carport parking & 2nd assigned parking space, 2 patios, abundant storage. Enjoy a fabulous lifestyle with walking paths & pool. View the holiday parade of ships on the Columbia! [Home Energy Score = 4. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10182262]",2020-12-22 01:20:00,218.0,303000,303000,2020
7556 SW Barnes Rd,Portland,97225,2.0,2.0,800.0,"7556 SW Barnes Rd, Portland, OR 97225 is a single family home that contains 800 sq ft and was built in 1977. It contains 2 bedrooms and 2 bathrooms. This home last sold for $240,000 in August 2020. 
 
The Zestimate for this house is $283,200. The Rent Zestimate for this home is $1,406/mo.",2020-08-13 23:06:40,348.0,240000,240000,2020
315 SE 32nd Ave,Portland,97214,1.0,2.0,773.0,"Take advantage of opportunity to live in one of Portlands most walkable neighborhoods. This Laurelhurst condominium features open concept living and dining with updated finishes and stainless appliances.  Bedrooms have custom built-in cabinetry and ample closet space. Includes a deeded parking space and in-unit laundry. Extensive building renovation in the past 5 years, including: new roof, building siding, windows, and courtyard with native landscaping maintained by HOA",2020-12-21 00:20:00,219.0,320000,320000,2020
417-419 SE 84th Ave,Portland,97216,2.0,4.0,1800.0,"Updated two bedroom unit features all new vinyl windows and new flooring throughout. The kitchen, dining area, and bathroom have vinyl plank floor and the living room and bedrooms have carpet throughout recently replaced. 

The kitchen features dishwasher, refrigerator, range, breakfast bar, and open pantry. Washer and dryer hook up is available. 

This duplex unit also comes with a on site covered parking space, patio and fenced back yard. 

One year lease, $1,395 monthly rent, $1,425 deposit (assumes good credit). Water, sewer, & garbage included!! 

Our properties are smoke free. For purposes of this policy, smoking and tobacco are defined to include, but not limited to: bidis, cigarettes, cigars, clove cigarettes, e-cigarettes, nicotine vaporizers, nicotine liguids, hookahs, kreteks, pipes, chew, [removed], smokeless tobacco, and [removed]. 

Cultivation and/or consumption and/or growing and/or manufacturing of cannabis and/or [removed] and/or related products/derivates, in any form, is forbidden. 

Pets 
ADDITIONAL SECURITY DEPOSIT: $350.00 for each small pet (25 pounds or less), maximum two pets. Pets over 25 pounds will require additional security deposit of $250.00 per pet. Pet rent: $35.00 a month per pet. 

General Requirements 

Unit is currently occupied, please respect privacy. Private viewings are available. 

To start the application process, we first require two forms of identification: picture identification plus another form of identification. 

Income must be verifiable, for example, you may bring copies of recent paystubs.

Rent includes water/sewer/garbage.  Apply online at gatewaypdx.com!  $50 application fee per adult.",2020-12-21 00:20:00,219.0,192794,192794,2020
5120 NE 60th Ave,Portland,97218,1.0,3.0,1680.0,"Adorable and cozy home in Cully neighborhood. Hardwood floors, 3 bedrooms and a den/office. Spacious and filled with light, lots of potential. Detached garage, covered breezeway and  large, fully fenced yard. Minutes to the freeway, and airport.",2020-12-18 00:06:40,222.0,320000,320000,2020
4817 NE 101st Ave,Portland,97220,3.0,3.0,1362.0,"Easy access to Highways & Airport! Max line less than 1/2 mile away, Bus line 1 block away!  Features: High ceilings, Laundry room on same floor as bedrooms, Stainless steel appliances, Smart Thermostat, Brand New Heat pump etc... This home is priced to sell.",2020-12-18 00:06:40,222.0,351000,351000,2020
15827 NE Thompson Ct,Portland,97230,2.0,3.0,1006.0,"Nice ranch style in a Culdsac. With cozy living room with wood fireplace. Oak Cabinets in kitchen. Great location, subject to lender approval of short sale .",2020-12-18 00:06:40,222.0,143900,143900,2020
927 N Baldwin St,Portland,97217,1.0,2.0,730.0,"Absolutely darling remodeled house! Light, bright with high ceilings and tons of original charm throughout. Complete tear off and replacement of roof last month. Newly remodeled kitchen, bath, new high-end laminate flooring, new exterior and interior paint, gorgeous new fence, gate and landscaping. Seller is licensed realtor in state of Oregon.",2020-12-18 00:06:40,222.0,345000,345000,2020
407 NE Roth St,Portland,97211,3.0,2.0,1572.0,"Spacious town home located across the street from the Columbia.  If you love the outdoors and feeling like you live in quiet beach cove, this home is perfect!  Double Master bedrooms, open concept kitchen/dining/living with vaulted ceilings to bring in the light!  This home has it all, walk to the community park less than a block away or enjoy your evening on the private patio off one of the masters.  No rental cap and low HOA!",2020-12-16 23:06:40,223.0,299900,299900,2020
6257 SE 128th Ave,Portland,97236,4.0,3.0,1647.0,"New condo with modern design and touches. Kitchen features quartz slab countertops, SS appliances, island with a sink. Open floor plan concept.Tile baths and walk-in closets in upper level bedrooms. Covered second story deck perfect for entertaining. Easy freeway access and one block to buslines. [Home Energy Score = 7. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10185953.pdf]",2021-02-26 00:40:00,152.0,349950,349950,2021
11215 SE Stark St,Portland,97216,2.0,2.0,1154.0,"Super clean and tidy courtyard style condo community. Tucked towards the back, off the main street, this unit offers a sunny front deck, and also a private garage. Enter to an open concept light filled living space. Unit features 2 master bedrooms, laundry room, bamboo floors and crisp white paint. Slider leads from dining room to deck for summer alfresco dining! Located near schools, popular Ventura park and East Portland community center. Walkscore.com says ""very walkable & bikeable""",2020-12-16 23:06:40,223.0,225000,225000,2020
3126 NE 103rd Pl,Portland,97220,3.0,3.0,1260.0,"Incredible value in this spacious three bedroom townhome in the heart of park rose. This unit is perfect for a family and has garage parking included as well.  The open floor plan is excellent for entertaining. Updates include brand new SS appliances, fresh paint, updated carpet and more. In unit washer and dryer hookups as well!",2020-12-16 23:06:40,223.0,263000,263000,2020
6273 SE 128th Ave,Portland,97236,4.0,3.0,1647.0,"New condo with modern design and touches. Kitchen features quartz slab countertops, SS appliances, island with a sink. Open floor plan concept.Tile baths and walk-in closets in upper level bedrooms. Covered second story deck perfect for entertaining. Easy freeway access and one block to buslines. [Home Energy Score = 8. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10185936.pdf]",2021-02-26 00:40:00,152.0,350000,350000,2021
13171 NE Shaver St,Portland,97230,2.0,2.0,1467.0,"Darling 60's Ranch Style home on large corner lot in Argay Terrace. New Stove and Refrigerator included, Newer Gas Furnace and Air Conditioner. Spacious Rooms, Family Room with Fireplace and Built-ins, Large laundry area with laundry sink and extra water closet, plus bonus area ideal for sewing, crafts, hobby room or quiet den area. Conveniently located with easy access to schools, shopping, parks and freeway.",2020-12-16 23:06:40,223.0,335000,335000,2020
2535 SE 141st Ave APT 8,Portland,97236,2.0,2.0,1037.0,"Welcome home to this lovely 3 story townhome. A separate room on the entry/lower floor is perfect for work from home situation Out of the hustle and bustle of the rest of the household. Laminate flooring on the Kitchen/Livingroom level and carpet in the bedrooms. Upper-level bedrooms share a ""Jack and Jill"" full bathroom.",2021-02-26 00:40:00,152.0,189000,189000,2021
11335 NE Siskiyou St,Portland,97220,1.0,3.0,1307.0,Recently vacated rental property with brand new roof installed as of November.  Updated photos and information coming soon.  Please contact Co-listing agent for more information.,2020-12-16 00:53:20,224.0,330000,330000,2020
15174 SE Greenview Dr,Portland,97267,2.0,3.0,1000.0,"Beautifully updated 1 level is the perfect starter home or downsizing. Enjoy the cozy living room with wood burning fireplace. Nice size kitchen with built-in microwave, FS frig and good cabinet space. Dining room slider leads to large fenced back yard. 3 bedrooms with carpet, 1 1/5 baths. Lots of parking space for a boat or RV. Conveniently located to freeway access and shopping.",2021-02-04 23:06:40,173.0,350000,350000,2021
15153 NE Rose Pkwy,Portland,97230,2.0,2.0,1638.0,"Discover the hidden oasis that is Rivercliff Condos. Not your typical condo complex or unit. Carefully tended grounds present an abundance of greenery and common space. The unit has been thoroughly refreshed and offers up modern updates, including new doors and trim, new cabinets and counters, new appliances, new floors and more. With two bedrooms, two full bathrooms and two separate living areas the floor plan offers great flexibility! [Home Energy Score = 5. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10162234]",2020-12-16 00:53:20,224.0,325000,325000,2020
14317 SE Center St,Portland,97236,2.5,3.0,1338.0,"14317 SE Center St, Portland, OR 97236 is a single family home that contains 1,338 sq ft and was built in 1998. It contains 3 bedrooms and 2.5 bathrooms. This home last sold for $323,000 in February 2021. 
 
The Zestimate for this house is $345,900. The Rent Zestimate for this home is $2,028/mo.",2021-02-26 00:40:00,152.0,323000,323000,2021
15174 SE Greenview Ave,Portland,97267,2.0,3.0,1000.0,"15174 SE Greenview Ave, Portland, OR 97267 is a single family home that contains 1,000 sq ft and was built in 1965. It contains 3 bedrooms and 2 bathrooms. This home last sold for $350,000 in February 2021. 
 
The Zestimate for this house is $387,700. The Rent Zestimate for this home is $2,048/mo.",2021-02-04 23:06:40,173.0,350000,350000,2021
11853 NE San Rafael St,Portland,97220,1.0,3.0,960.0,"OPEN HOUSE. 10/18 12:00 to 2:00pm. Modest ranch style home! Come and enjoy this lovely floor plan where the rooms flow effortlessly & are generously sized to create a modern feeling of spaciousness. Light-filled, homey and well equipped for gracious everyday living, the interiors flow out to a fantastic backyard that is fenced & very private with covered patio area with plenty of room to host a weekend BBQ! Great first home or investment with convenient access to freeway & bus line.",2020-12-16 00:53:20,224.0,324000,324000,2020
17430 SE Marie St,Portland,97236,1.0,2.0,604.0,"Darling little house on large lot. A little elbow grease will make this house shine. Large lot with plenty of parking. Nice big backyard with fire pit, shed, fully fenced. New composition roof to be installed prior to close with full price offer.",2021-02-26 00:40:00,152.0,247000,247000,2021
11945 NE Eugene St,Portland,97220,1.0,3.0,1044.0,Excellent home in a great stable neighborhood.  Well maintained by current owner.  Large rear fenced lawn with room for play or gardening.  Sizable laundry/utility room.  Outside of the city noise and close enough to the core to enjoy all the area has to offer.  Call for a private showing or stop by an open house.,2020-12-14 23:53:20,225.0,350000,350000,2020
6817 Ne 7th Ave #B,Portland,97211,2.0,2.0,875.0,"Beautiful renovated Victorian Condo. You'll love the charming, light-filled, open living area w/hardwood floors, high ceilings & picture rail. Tile floor & counters in kitchen & 1.5 bathrooms. Well-designed kitchen w/stainless appliances & gas range. Energy saving mini-split, eff double-paned windows, custom blinds, washer/dryer included. Private side entrance. Commons include bike garage-storage, shared driveway, perma-culture landscaping w/fruit/nut trees. Conveniently nested in Dekum Triangle",2020-12-14 23:53:20,225.0,372000,372000,2020
16520 SE Tibbetts St,Portland,97236,2.0,4.0,1632.0,"This lovely SE Mid-Century is ready for you to make it home! Open-beamed ceilings on the main enhance this great floorplan for entertaining with it's generous living and dining rooms on one side and kitchen and cozy family room on the other. The fully fenced yard feels very private with it's beautiful, mature trees, tons of gardening space and there's even a shed for all of your tools! Don't miss this awesome opportunity! Cash or rehab loan only!",2021-02-24 23:40:00,153.0,316100,316100,2021
7266 SE Thiessen Rd,Portland,97267,3.0,3.0,1306.0,"New Home for Christmas. Great 3 Bedroom, 2.5 Bath. All Appliances included Plus Washer & Dryer. Open living/dining room feature laminate floors, wood burning fireplace with slider to private patio. Master bedroom features west & north side windows, mirror closet doors & 2nd small closet; bathroom features bathtub With shower. Hall bath has a bathtub With shower. Laundry room with half bath on main floor. Garage just out front door 5-6 steps to side door. Play Structure, Pool & Park......",2021-01-05 23:40:00,203.0,248000,248000,2021
11433 NE Fargo St,Portland,97220,1.0,3.0,1066.0,"One level Parkrose ranch home nestled on a double lot with attached garage and tool shed.  This home has minimal stairs and HUGE backyard space to play.  The home features hardwood floors, a dining room with patio access, a circular floor plan, and all appliances included.",2020-12-14 23:53:20,225.0,350000,350000,2020
1835 N Jantzen Ave,Portland,97217,1.0,2.0,987.0,"Slip ownership included in this well priced 2 bedroom floating home. The boat well was enclosed about 5 years ago to add a second bedroom with kitchenette, convection oven & side entrance. Metal roof is apx 5 years old. Just installed 25yr carpet. New exterior paint on house and deck boards. As is price does not include minor float work. Ask your broker for details.",2020-12-14 23:53:20,225.0,175000,175000,2020
